id_cliente,persona,engajamento,compras_60_dias,proba
cli_7165,esporadico,9.6,0.0,0.13
cli_7166,unknown,64.2,114.0,0.22
cli_7167,esporadico,1.5,0.0,0.11
cli_7168,esporadico,27.7,119.0,0.19
cli_7169,esporadico,70.8,11.0,0.29
cli_7170,unknown,61.0,89.0,0.21
cli_7171,vinho_final_do_dia,4.7,0.0,0.11
cli_7172,unknown,18.7,0.0,0.1
cli_7173,unknown,4.7,0.0,0.06
cli_7174,unknown,90.6,79.0,0.29
cli_7175,esporadico,1.5,0.0,0.11
cli_7176,esporadico,82.6,76.0,0.33
cli_7177,churrasco_fds,11.2,0.0,0.25
cli_7178,vinho_final_do_dia,4.4,0.0,0.11
cli_7179,unknown,56.9,43.0,0.2
cli_7180,esporadico,1.5,119.0,0.12
cli_7181,unknown,3.2,0.0,0.06
cli_7182,esporadico,3.1,159.0,0.12
cli_7183,unknown,85.1,108.0,0.28
cli_7184,unknown,29.1,149.0,0.13
cli_7185,vinho_final_do_dia,11.2,0.0,0.12
cli_7186,unknown,61.0,119.0,0.22
cli_7187,esporadico,34.9,199.0,0.21
cli_7188,vinho_final_do_dia,10.5,0.0,0.12
cli_7189,unknown,3.7,0.0,0.06
cli_7190,esporadico,94.7,4.0,0.35
cli_7191,unknown,73.3,0.0,0.24
cli_7192,unknown,24.5,0.0,0.11
cli_7193,vinho_final_do_dia,71.5,75.0,0.29
cli_7194,unknown,42.4,159.0,0.17
cli_7195,churrasco_fds,78.8,0.0,0.43
cli_7196,unknown,1.6,0.0,0.05
cli_7197,unknown,94.7,98.0,0.3
cli_7198,unknown,26.2,0.0,0.12
cli_7199,vinho_final_do_dia,81.5,99.0,0.32
cli_7200,churrasco_fds,3.4,0.0,0.23
cli_7201,churrasco_fds,15.1,159.0,0.27
cli_7202,unknown,6.2,149.0,0.07
cli_7203,esporadico,11.9,0.0,0.14
cli_7204,unknown,7.8,0.0,0.07
cli_7205,esporadico,0.4,0.0,0.11
cli_7206,unknown,66.6,99.0,0.23
cli_7207,esporadico,93.3,102.0,0.36
cli_7208,esporadico,92.9,21.0,0.35
cli_7209,esporadico,74.0,77.0,0.3
cli_7210,unknown,84.7,62.0,0.27
cli_7211,unknown,30.5,159.0,0.14
cli_7212,unknown,4.4,0.0,0.06
cli_7213,vinho_final_do_dia,7.6,0.0,0.11
cli_7214,unknown,3.9,0.0,0.06
cli_7215,unknown,10.3,0.0,0.07
cli_7216,churrasco_fds,86.7,103.0,0.46
cli_7217,vinho_final_do_dia,10.8,0.0,0.12
cli_7218,churrasco_fds,12.3,0.0,0.25
cli_7219,unknown,5.1,0.0,0.06
cli_7220,churrasco_fds,2.6,0.0,0.23
cli_7221,esporadico,73.8,114.0,0.31
cli_7222,unknown,7.6,0.0,0.07
cli_7223,unknown,1.3,0.0,0.05
cli_7224,unknown,16.4,0.0,0.09
cli_7225,vinho_final_do_dia,5.3,0.0,0.11
cli_7226,esporadico,64.3,129.0,0.28
cli_7227,esporadico,14.3,0.0,0.14
cli_7228,vinho_final_do_dia,1.0,0.0,0.1
cli_7229,unknown,63.3,89.0,0.22
cli_7230,unknown,0.4,0.0,0.05
cli_7231,churrasco_fds,66.0,129.0,0.4
cli_7232,esporadico,44.4,119.0,0.23
cli_7233,unknown,9.7,0.0,0.07
cli_7234,unknown,10.4,0.0,0.08
cli_7235,esporadico,3.9,0.0,0.11
cli_7236,unknown,6.1,0.0,0.06
cli_7237,churrasco_fds,1.4,0.0,0.23
cli_7238,unknown,81.3,199.0,0.27
cli_7239,unknown,18.0,0.0,0.1
cli_7240,churrasco_fds,2.9,0.0,0.23
cli_7241,esporadico,21.1,0.0,0.16
cli_7242,vinho_final_do_dia,31.6,0.0,0.18
cli_7243,esporadico,98.0,103.0,0.37
cli_7244,esporadico,59.2,89.0,0.27
cli_7245,esporadico,73.9,149.0,0.31
cli_7246,unknown,0.1,0.0,0.05
cli_7247,esporadico,3.6,0.0,0.11
cli_7248,esporadico,3.2,0.0,0.11
cli_7249,churrasco_fds,85.9,2.0,0.45
cli_7250,unknown,1.4,129.0,0.06
cli_7251,unknown,4.4,0.0,0.06
cli_7252,unknown,11.8,0.0,0.08
cli_7253,churrasco_fds,97.6,61.0,0.48
cli_7254,unknown,82.8,89.0,0.27
cli_7255,unknown,91.2,122.0,0.3
cli_7256,unknown,0.6,99.0,0.06
cli_7257,unknown,63.4,33.0,0.22
cli_7258,esporadico,2.7,0.0,0.11
cli_7259,vinho_final_do_dia,9.6,99.0,0.13
cli_7260,unknown,57.0,129.0,0.21
cli_7261,vinho_final_do_dia,77.0,76.0,0.3
cli_7262,unknown,4.2,89.0,0.06
cli_7263,unknown,18.4,0.0,0.1
cli_7264,unknown,1.0,119.0,0.06
cli_7265,unknown,88.1,203.0,0.29
cli_7266,esporadico,21.9,0.0,0.16
cli_7267,unknown,54.4,199.0,0.2
cli_7268,unknown,5.2,0.0,0.06
cli_7269,esporadico,84.7,11.0,0.33
cli_7270,esporadico,83.9,98.0,0.33
cli_7271,unknown,54.8,129.0,0.2
cli_7272,unknown,84.6,72.0,0.27
cli_7273,vinho_final_do_dia,64.0,99.0,0.27
cli_7274,vinho_final_do_dia,65.6,155.0,0.28
cli_7275,unknown,14.2,0.0,0.09
cli_7276,unknown,5.5,0.0,0.06
cli_7277,esporadico,42.1,0.0,0.22
cli_7278,esporadico,2.7,0.0,0.11
cli_7279,unknown,1.4,0.0,0.05
cli_7280,esporadico,15.7,0.0,0.15
cli_7281,vinho_final_do_dia,21.4,0.0,0.15
cli_7282,esporadico,9.8,0.0,0.13
cli_7283,churrasco_fds,23.3,89.0,0.29
cli_7284,vinho_final_do_dia,21.3,159.0,0.16
cli_7285,unknown,11.3,0.0,0.08
cli_7286,unknown,1.2,159.0,0.06
cli_7287,esporadico,33.4,129.0,0.2
cli_7288,esporadico,5.0,0.0,0.12
cli_7289,vinho_final_do_dia,2.5,0.0,0.1
cli_7290,vinho_final_do_dia,95.1,151.0,0.35
cli_7291,unknown,6.2,0.0,0.06
cli_7292,churrasco_fds,8.0,0.0,0.24
cli_7293,unknown,4.5,0.0,0.06
cli_7294,unknown,4.2,0.0,0.06
cli_7295,esporadico,12.3,0.0,0.14
cli_7296,esporadico,5.1,0.0,0.12
cli_7297,unknown,12.0,0.0,0.08
cli_7298,unknown,0.1,0.0,0.05
cli_7299,esporadico,73.1,22.0,0.3
cli_7300,esporadico,9.6,159.0,0.14
cli_7301,vinho_final_do_dia,13.9,0.0,0.13
cli_7302,esporadico,85.8,91.0,0.34
cli_7303,unknown,85.9,63.0,0.28
cli_7304,esporadico,52.5,129.0,0.25
cli_7305,esporadico,17.3,0.0,0.15
cli_7306,churrasco_fds,79.5,99.0,0.44
cli_7307,unknown,79.1,14.0,0.26
cli_7308,unknown,87.3,119.0,0.29
cli_7309,esporadico,53.5,99.0,0.25
cli_7310,unknown,3.3,0.0,0.06
cli_7311,esporadico,4.2,0.0,0.12
cli_7312,esporadico,7.3,0.0,0.12
cli_7313,vinho_final_do_dia,84.4,93.0,0.32
cli_7314,esporadico,3.6,0.0,0.11
cli_7315,unknown,0.0,0.0,0.05
cli_7316,unknown,7.6,0.0,0.07
cli_7317,unknown,78.3,119.0,0.26
cli_7318,unknown,12.4,199.0,0.09
cli_7319,esporadico,92.3,0.0,0.35
cli_7320,churrasco_fds,14.9,0.0,0.26
cli_7321,unknown,35.3,199.0,0.15
cli_7322,unknown,86.3,78.0,0.28
cli_7323,unknown,56.6,129.0,0.21
cli_7324,unknown,11.5,0.0,0.08
cli_7325,unknown,4.0,0.0,0.06
cli_7326,esporadico,23.5,149.0,0.18
cli_7327,esporadico,6.5,0.0,0.12
cli_7328,esporadico,1.9,0.0,0.11
cli_7329,esporadico,13.5,0.0,0.14
cli_7330,unknown,76.8,129.0,0.26
cli_7331,unknown,8.4,0.0,0.07
cli_7332,unknown,75.9,29.0,0.25
cli_7333,churrasco_fds,11.7,0.0,0.25
cli_7334,esporadico,58.8,99.0,0.27
cli_7335,esporadico,88.7,99.0,0.34
cli_7336,esporadico,3.0,0.0,0.11
cli_7337,vinho_final_do_dia,13.1,0.0,0.13
cli_7338,unknown,10.3,0.0,0.07
cli_7339,unknown,24.6,0.0,0.11
cli_7340,unknown,14.5,0.0,0.09
cli_7341,unknown,0.2,0.0,0.05
cli_7342,unknown,12.9,0.0,0.08
cli_7343,unknown,30.9,129.0,0.14
cli_7344,unknown,84.9,79.0,0.28
cli_7345,esporadico,8.2,0.0,0.13
cli_7346,unknown,3.5,0.0,0.06
cli_7347,unknown,0.6,0.0,0.05
cli_7348,vinho_final_do_dia,4.3,0.0,0.11
cli_7349,vinho_final_do_dia,84.5,159.0,0.33
cli_7350,churrasco_fds,8.3,0.0,0.24
cli_7351,unknown,18.0,0.0,0.1
cli_7352,esporadico,29.1,159.0,0.19
cli_7353,unknown,0.0,0.0,0.05
cli_7354,unknown,6.8,0.0,0.07
cli_7355,churrasco_fds,6.9,0.0,0.24
cli_7356,esporadico,86.9,49.0,0.34
cli_7357,unknown,48.8,0.0,0.18
cli_7358,esporadico,10.9,0.0,0.13
cli_7359,churrasco_fds,88.8,47.0,0.46
cli_7360,vinho_final_do_dia,28.3,0.0,0.17
cli_7361,unknown,77.6,105.0,0.26
cli_7362,churrasco_fds,5.2,0.0,0.24
cli_7363,unknown,0.2,0.0,0.05
cli_7364,unknown,63.6,89.0,0.22
cli_7365,unknown,31.6,0.0,0.13
cli_7366,churrasco_fds,9.8,0.0,0.25
cli_7367,unknown,6.7,0.0,0.07
cli_7368,vinho_final_do_dia,5.4,0.0,0.11
cli_7369,unknown,83.8,50.0,0.27
cli_7370,unknown,78.5,149.0,0.26
cli_7371,esporadico,0.3,0.0,0.11
cli_7372,esporadico,5.0,0.0,0.12
cli_7373,unknown,35.8,0.0,0.14
cli_7374,unknown,53.3,99.0,0.19
cli_7375,vinho_final_do_dia,14.4,0.0,0.13
cli_7376,unknown,11.4,0.0,0.08
cli_7377,vinho_final_do_dia,4.7,0.0,0.11
cli_7378,unknown,2.2,0.0,0.05
cli_7379,unknown,68.9,119.0,0.24
cli_7380,unknown,1.9,0.0,0.05
cli_7381,esporadico,4.9,0.0,0.12
cli_7382,esporadico,10.2,99.0,0.14
cli_7383,unknown,91.7,159.0,0.3
cli_7384,esporadico,12.5,0.0,0.14
cli_7385,esporadico,24.5,0.0,0.17
cli_7386,unknown,1.5,0.0,0.05
cli_7387,esporadico,92.2,73.0,0.35
cli_7388,unknown,69.2,159.0,0.24
cli_7389,unknown,1.1,0.0,0.05
cli_7390,unknown,87.4,149.0,0.29
cli_7391,unknown,9.1,0.0,0.07
cli_7392,unknown,13.4,0.0,0.08
cli_7393,unknown,42.8,89.0,0.17
cli_7394,unknown,5.8,0.0,0.06
cli_7395,unknown,3.1,0.0,0.06
cli_7396,esporadico,89.6,149.0,0.35
cli_7397,esporadico,0.8,89.0,0.11
cli_7398,unknown,27.9,0.0,0.12
cli_7399,esporadico,5.1,0.0,0.12
cli_7400,unknown,84.9,164.0,0.28
cli_7401,unknown,85.6,123.0,0.28
cli_7402,churrasco_fds,3.3,0.0,0.23
cli_7403,esporadico,73.0,119.0,0.3
cli_7404,esporadico,14.4,0.0,0.14
cli_7405,esporadico,5.8,0.0,0.12
cli_7406,esporadico,55.7,199.0,0.26
cli_7407,unknown,96.0,47.0,0.3
cli_7408,esporadico,0.4,0.0,0.11
cli_7409,unknown,86.6,3.0,0.28
cli_7410,unknown,1.0,0.0,0.05
cli_7411,unknown,8.7,0.0,0.07
cli_7412,unknown,66.8,149.0,0.23
cli_7413,unknown,15.3,0.0,0.09
cli_7414,esporadico,0.2,0.0,0.11
cli_7415,vinho_final_do_dia,90.5,94.0,0.34
cli_7416,esporadico,18.6,0.0,0.15
cli_7417,churrasco_fds,6.4,0.0,0.24
cli_7418,unknown,70.4,71.0,0.24
cli_7419,vinho_final_do_dia,5.0,0.0,0.11
cli_7420,unknown,9.0,0.0,0.07
cli_7421,churrasco_fds,16.6,199.0,0.28
cli_7422,vinho_final_do_dia,96.5,0.0,0.35
cli_7423,esporadico,1.4,0.0,0.11
cli_7424,unknown,60.4,159.0,0.22
cli_7425,vinho_final_do_dia,63.8,159.0,0.27
cli_7426,esporadico,18.8,0.0,0.15
cli_7427,unknown,77.8,126.0,0.26
cli_7428,churrasco_fds,5.0,0.0,0.24
cli_7429,unknown,77.7,78.0,0.26
cli_7430,unknown,2.6,0.0,0.05
cli_7431,churrasco_fds,8.9,0.0,0.25
cli_7432,churrasco_fds,1.6,0.0,0.23
cli_7433,unknown,63.4,81.0,0.22
cli_7434,unknown,1.1,0.0,0.05
cli_7435,churrasco_fds,6.6,149.0,0.25
cli_7436,unknown,12.9,0.0,0.08
cli_7437,unknown,32.8,0.0,0.13
cli_7438,unknown,1.6,0.0,0.05
cli_7439,unknown,1.6,0.0,0.05
cli_7440,unknown,12.3,0.0,0.08
cli_7441,unknown,30.0,159.0,0.14
cli_7442,esporadico,76.5,43.0,0.31
cli_7443,vinho_final_do_dia,77.6,52.0,0.3
cli_7444,unknown,19.2,0.0,0.1
cli_7445,unknown,5.2,0.0,0.06
cli_7446,unknown,1.0,0.0,0.05
cli_7447,unknown,5.8,0.0,0.06
cli_7448,esporadico,25.7,129.0,0.18
cli_7449,esporadico,0.1,0.0,0.1
cli_7450,esporadico,2.9,0.0,0.11
cli_7451,esporadico,74.1,99.0,0.31
cli_7452,esporadico,81.1,59.0,0.32
cli_7453,unknown,94.9,80.0,0.3
cli_7454,esporadico,19.3,0.0,0.16
cli_7455,unknown,0.2,0.0,0.05
cli_7456,esporadico,90.3,76.0,0.35
cli_7457,vinho_final_do_dia,14.8,0.0,0.13
cli_7458,esporadico,77.8,95.0,0.32
cli_7459,unknown,1.4,0.0,0.05
cli_7460,unknown,24.2,0.0,0.11
cli_7461,unknown,2.5,149.0,0.06
cli_7462,vinho_final_do_dia,6.2,0.0,0.11
cli_7463,unknown,87.6,76.0,0.28
cli_7464,unknown,88.6,97.0,0.29
cli_7465,esporadico,4.9,0.0,0.12
cli_7466,esporadico,5.3,0.0,0.12
cli_7467,unknown,0.3,0.0,0.05
cli_7468,churrasco_fds,5.0,0.0,0.24
cli_7469,unknown,52.7,149.0,0.2
cli_7470,esporadico,93.3,0.0,0.35
cli_7471,vinho_final_do_dia,72.3,211.0,0.3
cli_7472,unknown,83.1,122.0,0.27
cli_7473,esporadico,6.5,0.0,0.12
cli_7474,esporadico,49.3,59.0,0.24
cli_7475,unknown,17.3,0.0,0.09
cli_7476,unknown,84.8,40.0,0.27
cli_7477,unknown,4.5,0.0,0.06
cli_7478,churrasco_fds,92.5,140.0,0.48
cli_7479,esporadico,86.7,124.0,0.34
cli_7480,unknown,8.3,0.0,0.07
cli_7481,unknown,25.0,0.0,0.11
cli_7482,vinho_final_do_dia,33.9,99.0,0.19
cli_7483,churrasco_fds,10.6,0.0,0.25
cli_7484,unknown,88.9,201.0,0.29
cli_7485,unknown,8.3,0.0,0.07
cli_7486,unknown,75.7,159.0,0.26
cli_7487,esporadico,0.1,0.0,0.1
cli_7488,esporadico,88.5,118.0,0.35
cli_7489,esporadico,8.1,0.0,0.13
cli_7490,vinho_final_do_dia,20.2,0.0,0.15
cli_7491,unknown,86.9,58.0,0.28
cli_7492,unknown,0.1,0.0,0.05
cli_7493,esporadico,3.6,0.0,0.11
cli_7494,unknown,84.3,124.0,0.28
cli_7495,esporadico,2.9,119.0,0.12
cli_7496,unknown,10.8,0.0,0.08
cli_7497,vinho_final_do_dia,76.5,174.0,0.31
cli_7498,unknown,1.1,0.0,0.05
cli_7499,unknown,8.2,0.0,0.07
cli_7500,unknown,1.6,0.0,0.05
cli_7501,unknown,10.6,0.0,0.08
cli_7502,unknown,4.1,0.0,0.06
cli_7503,unknown,22.4,159.0,0.12
cli_7504,churrasco_fds,5.2,0.0,0.24
cli_7505,esporadico,29.9,0.0,0.18
cli_7506,esporadico,5.0,0.0,0.12
cli_7507,unknown,3.8,0.0,0.06
cli_7508,churrasco_fds,41.2,78.0,0.34
cli_7509,vinho_final_do_dia,2.4,89.0,0.11
cli_7510,unknown,12.3,0.0,0.08
cli_7511,esporadico,28.6,0.0,0.18
cli_7512,esporadico,24.7,0.0,0.17
cli_7513,esporadico,4.9,0.0,0.12
cli_7514,unknown,0.4,0.0,0.05
cli_7515,esporadico,5.4,0.0,0.12
cli_7516,unknown,28.2,0.0,0.12
cli_7517,churrasco_fds,9.1,0.0,0.25
cli_7518,esporadico,70.1,149.0,0.3
cli_7519,unknown,82.6,75.0,0.27
cli_7520,esporadico,51.6,55.0,0.24
cli_7521,esporadico,93.4,56.0,0.35
cli_7522,vinho_final_do_dia,18.1,0.0,0.14
cli_7523,unknown,62.9,71.0,0.22
cli_7524,unknown,20.3,199.0,0.11
cli_7525,unknown,9.7,0.0,0.07
cli_7526,vinho_final_do_dia,35.3,99.0,0.19
cli_7527,esporadico,2.9,0.0,0.11
cli_7528,unknown,76.6,124.0,0.26
cli_7529,unknown,11.9,0.0,0.08
cli_7530,unknown,6.1,0.0,0.06
cli_7531,esporadico,5.0,0.0,0.12
cli_7532,esporadico,4.3,0.0,0.12
cli_7533,unknown,4.8,0.0,0.06
cli_7534,unknown,87.0,4.0,0.28
cli_7535,esporadico,42.9,149.0,0.23
cli_7536,unknown,10.4,0.0,0.08
cli_7537,esporadico,2.0,0.0,0.11
cli_7538,vinho_final_do_dia,9.9,0.0,0.12
cli_7539,esporadico,17.3,0.0,0.15
cli_7540,unknown,22.3,99.0,0.11
cli_7541,churrasco_fds,77.9,89.0,0.43
cli_7542,unknown,2.8,0.0,0.06
cli_7543,esporadico,2.7,0.0,0.11
cli_7544,esporadico,4.0,0.0,0.12
cli_7545,vinho_final_do_dia,2.8,0.0,0.1
cli_7546,churrasco_fds,11.2,0.0,0.25
cli_7547,unknown,82.0,109.0,0.27
cli_7548,esporadico,83.7,27.0,0.33
cli_7549,churrasco_fds,8.3,0.0,0.24
cli_7550,vinho_final_do_dia,2.8,0.0,0.1
cli_7551,esporadico,11.6,0.0,0.14
cli_7552,esporadico,0.8,0.0,0.11
cli_7553,unknown,7.6,0.0,0.07
cli_7554,esporadico,0.0,0.0,0.1
cli_7555,unknown,90.4,56.0,0.29
cli_7556,churrasco_fds,10.3,0.0,0.25
cli_7557,esporadico,49.9,99.0,0.24
cli_7558,vinho_final_do_dia,0.8,99.0,0.1
cli_7559,esporadico,0.3,0.0,0.11
cli_7560,unknown,1.0,0.0,0.05
cli_7561,esporadico,12.3,0.0,0.14
cli_7562,unknown,1.9,0.0,0.05
cli_7563,churrasco_fds,5.5,0.0,0.24
cli_7564,unknown,2.9,0.0,0.06
cli_7565,vinho_final_do_dia,45.1,159.0,0.22
cli_7566,unknown,1.5,0.0,0.05
cli_7567,churrasco_fds,84.2,149.0,0.45
cli_7568,unknown,22.1,0.0,0.11
cli_7569,vinho_final_do_dia,61.4,88.0,0.26
cli_7570,vinho_final_do_dia,5.9,0.0,0.11
cli_7571,esporadico,19.6,0.0,0.16
cli_7572,esporadico,13.8,0.0,0.14
cli_7573,esporadico,92.5,122.0,0.36
cli_7574,unknown,47.3,159.0,0.18
cli_7575,esporadico,3.5,0.0,0.11
cli_7576,esporadico,2.7,159.0,0.12
cli_7577,unknown,81.6,71.0,0.27
cli_7578,esporadico,22.6,0.0,0.16
cli_7579,esporadico,21.7,0.0,0.16
cli_7580,vinho_final_do_dia,14.5,0.0,0.13
cli_7581,esporadico,25.9,99.0,0.18
cli_7582,unknown,89.5,159.0,0.29
cli_7583,unknown,9.9,0.0,0.07
cli_7584,unknown,3.6,0.0,0.06
cli_7585,unknown,4.8,0.0,0.06
cli_7586,unknown,11.0,99.0,0.08
cli_7587,vinho_final_do_dia,6.5,0.0,0.11
cli_7588,esporadico,92.8,74.0,0.35
cli_7589,esporadico,91.9,92.0,0.35
cli_7590,unknown,67.5,99.0,0.23
cli_7591,esporadico,64.8,99.0,0.28
cli_7592,unknown,15.5,199.0,0.1
cli_7593,esporadico,0.1,0.0,0.1
cli_7594,unknown,11.4,0.0,0.08
cli_7595,esporadico,10.7,0.0,0.13
cli_7596,esporadico,24.1,0.0,0.17
cli_7597,unknown,44.5,149.0,0.17
cli_7598,esporadico,20.7,0.0,0.16
cli_7599,unknown,19.3,0.0,0.1
cli_7600,unknown,13.2,0.0,0.08
cli_7601,unknown,8.1,0.0,0.07
cli_7602,unknown,51.7,149.0,0.19
cli_7603,unknown,81.8,98.0,0.27
cli_7604,vinho_final_do_dia,4.3,0.0,0.11
cli_7605,churrasco_fds,11.6,0.0,0.25
cli_7606,unknown,53.6,99.0,0.2
cli_7607,unknown,14.1,0.0,0.08
cli_7608,unknown,5.2,0.0,0.06
cli_7609,unknown,78.8,89.0,0.26
cli_7610,unknown,2.6,0.0,0.05
cli_7611,unknown,7.9,0.0,0.07
cli_7612,unknown,9.6,0.0,0.07
cli_7613,unknown,0.8,199.0,0.06
cli_7614,unknown,74.7,30.0,0.25
cli_7615,unknown,5.9,0.0,0.06
cli_7616,unknown,19.7,0.0,0.1
cli_7617,vinho_final_do_dia,63.4,99.0,0.27
cli_7618,churrasco_fds,89.9,44.0,0.46
cli_7619,unknown,0.7,0.0,0.05
cli_7620,esporadico,20.6,0.0,0.16
cli_7621,churrasco_fds,6.8,0.0,0.24
cli_7622,esporadico,7.8,0.0,0.13
cli_7623,esporadico,35.7,149.0,0.21
cli_7624,esporadico,1.7,0.0,0.11
cli_7625,esporadico,3.0,0.0,0.11
cli_7626,esporadico,6.2,0.0,0.12
cli_7627,unknown,50.1,129.0,0.19
cli_7628,churrasco_fds,40.5,159.0,0.34
cli_7629,unknown,14.1,0.0,0.08
cli_7630,unknown,84.9,199.0,0.28
cli_7631,esporadico,5.7,0.0,0.12
cli_7632,unknown,0.7,0.0,0.05
cli_7633,vinho_final_do_dia,69.4,163.0,0.29
cli_7634,vinho_final_do_dia,92.9,57.0,0.34
cli_7635,unknown,11.3,0.0,0.08
cli_7636,churrasco_fds,8.4,0.0,0.24
cli_7637,esporadico,7.5,0.0,0.12
cli_7638,unknown,18.4,0.0,0.1
cli_7639,esporadico,14.3,0.0,0.14
cli_7640,vinho_final_do_dia,2.1,0.0,0.1
cli_7641,unknown,27.2,0.0,0.12
cli_7642,esporadico,14.3,0.0,0.14
cli_7643,esporadico,0.7,0.0,0.11
cli_7644,churrasco_fds,9.3,0.0,0.25
cli_7645,unknown,8.4,0.0,0.07
cli_7646,unknown,2.4,0.0,0.05
cli_7647,churrasco_fds,26.1,149.0,0.3
cli_7648,esporadico,54.2,149.0,0.26
cli_7649,churrasco_fds,2.8,0.0,0.23
cli_7650,esporadico,0.8,0.0,0.11
cli_7651,unknown,73.0,92.0,0.25
cli_7652,unknown,64.5,159.0,0.23
cli_7653,unknown,0.4,0.0,0.05
cli_7654,esporadico,53.1,89.0,0.25
cli_7655,esporadico,5.8,0.0,0.12
cli_7656,vinho_final_do_dia,75.6,129.0,0.3
cli_7657,vinho_final_do_dia,2.0,0.0,0.1
cli_7658,vinho_final_do_dia,32.1,0.0,0.18
cli_7659,vinho_final_do_dia,13.7,0.0,0.13
cli_7660,unknown,0.9,0.0,0.05
cli_7661,vinho_final_do_dia,90.0,67.0,0.34
cli_7662,vinho_final_do_dia,3.8,149.0,0.11
cli_7663,esporadico,4.6,0.0,0.12
cli_7664,churrasco_fds,6.1,149.0,0.25
cli_7665,unknown,11.2,0.0,0.08
cli_7666,churrasco_fds,23.3,0.0,0.28
cli_7667,vinho_final_do_dia,4.1,0.0,0.11
cli_7668,unknown,71.8,78.0,0.24
cli_7669,vinho_final_do_dia,63.6,159.0,0.27
cli_7670,vinho_final_do_dia,0.9,159.0,0.11
cli_7671,esporadico,10.8,0.0,0.13
cli_7672,unknown,3.0,119.0,0.06
cli_7673,esporadico,34.0,0.0,0.19
cli_7674,unknown,0.2,0.0,0.05
cli_7675,esporadico,3.0,0.0,0.11
cli_7676,unknown,21.9,159.0,0.12
cli_7677,esporadico,9.3,0.0,0.13
cli_7678,unknown,32.9,89.0,0.14
cli_7679,esporadico,14.8,99.0,0.15
cli_7680,churrasco_fds,69.9,20.0,0.41
cli_7681,vinho_final_do_dia,4.0,0.0,0.1
cli_7682,churrasco_fds,2.8,0.0,0.23
cli_7683,vinho_final_do_dia,52.4,99.0,0.24
cli_7684,vinho_final_do_dia,23.8,0.0,0.16
cli_7685,churrasco_fds,4.5,0.0,0.23
cli_7686,unknown,27.9,0.0,0.12
cli_7687,esporadico,3.1,0.0,0.11
cli_7688,churrasco_fds,5.2,0.0,0.24
cli_7689,unknown,7.3,0.0,0.07
cli_7690,esporadico,83.6,199.0,0.34
cli_7691,churrasco_fds,14.0,0.0,0.26
cli_7692,unknown,14.3,0.0,0.09
cli_7693,churrasco_fds,4.9,0.0,0.24
cli_7694,unknown,58.5,89.0,0.21
cli_7695,esporadico,14.4,129.0,0.15
cli_7696,vinho_final_do_dia,81.7,69.0,0.31
cli_7697,vinho_final_do_dia,13.4,149.0,0.14
cli_7698,esporadico,85.3,78.0,0.33
cli_7699,unknown,72.0,159.0,0.25
cli_7700,esporadico,20.4,99.0,0.16
cli_7701,vinho_final_do_dia,6.4,0.0,0.11
cli_7702,churrasco_fds,67.8,119.0,0.41
cli_7703,esporadico,0.5,0.0,0.11
cli_7704,vinho_final_do_dia,3.8,0.0,0.1
cli_7705,unknown,71.1,99.0,0.24
cli_7706,churrasco_fds,5.2,0.0,0.24
cli_7707,unknown,11.4,0.0,0.08
cli_7708,unknown,2.4,0.0,0.05
cli_7709,unknown,53.8,99.0,0.2
cli_7710,esporadico,27.3,0.0,0.18
cli_7711,unknown,0.5,0.0,0.05
cli_7712,esporadico,4.7,0.0,0.12
cli_7713,unknown,2.0,0.0,0.05
cli_7714,vinho_final_do_dia,13.8,0.0,0.13
cli_7715,unknown,10.5,0.0,0.08
cli_7716,churrasco_fds,67.5,149.0,0.41
cli_7717,vinho_final_do_dia,1.4,0.0,0.1
cli_7718,esporadico,2.4,0.0,0.11
cli_7719,unknown,9.6,0.0,0.07
cli_7720,esporadico,91.2,41.0,0.35
cli_7721,vinho_final_do_dia,26.0,0.0,0.16
cli_7722,unknown,10.5,0.0,0.08
cli_7723,vinho_final_do_dia,32.0,159.0,0.19
cli_7724,esporadico,11.3,0.0,0.13
cli_7725,esporadico,6.4,0.0,0.12
cli_7726,vinho_final_do_dia,10.8,0.0,0.12
cli_7727,unknown,10.4,0.0,0.08
cli_7728,esporadico,3.7,0.0,0.11
cli_7729,churrasco_fds,12.4,0.0,0.26
cli_7730,unknown,0.9,0.0,0.05
cli_7731,esporadico,8.9,0.0,0.13
cli_7732,esporadico,12.1,0.0,0.14
cli_7733,esporadico,5.5,0.0,0.12
cli_7734,unknown,48.6,149.0,0.19
cli_7735,unknown,2.9,0.0,0.06
cli_7736,unknown,16.2,0.0,0.09
cli_7737,unknown,9.5,0.0,0.07
cli_7738,churrasco_fds,11.0,0.0,0.25
cli_7739,vinho_final_do_dia,5.6,0.0,0.11
cli_7740,vinho_final_do_dia,8.8,0.0,0.12
cli_7741,esporadico,61.9,85.0,0.27
cli_7742,esporadico,11.5,0.0,0.13
cli_7743,unknown,88.2,39.0,0.28
cli_7744,unknown,83.8,63.0,0.27
cli_7745,esporadico,0.9,0.0,0.11
cli_7746,churrasco_fds,0.9,0.0,0.22
cli_7747,vinho_final_do_dia,29.5,0.0,0.17
cli_7748,unknown,10.3,0.0,0.07
cli_7749,churrasco_fds,9.6,0.0,0.25
cli_7750,vinho_final_do_dia,83.3,73.0,0.32
cli_7751,unknown,74.1,99.0,0.25
cli_7752,unknown,8.1,0.0,0.07
cli_7753,esporadico,10.6,0.0,0.13
